Name,Symbol,RIC,Start Date,Hist.,Category,Exchange,Market,Currency,Sector,Full Name,Activity,CSRD_Impl
EUROP CONTINENT HOLDING,LX:SEG,-,2011992,1992,Equities,Luxembourg,Luxembourg,Euro,Investment Banking and Brokerage Services,Europ Continent Holding,Dead,0.0
EUROPA CARTON AG,866928,-,14061996,1996,Equities,Deutsche Boerse AG,Germany,German Mark,Unclassified,Europa Carton AG,Dead,0.0
EUROPEAN CONSTRUCTION,G:EURO,-,6061994,1994,Equities,Athens,Greece,Euro,Household Goods and Home Construction,European Construction,Dead,0.0
EUROPEAN ENERGY EXCHANGE AG,2651GX,-,25022022,2022,Equities,Berlin,Germany,Euro,Unclassified,European Energy Exchange AG,Dead,0.0
EUROPEAN LEISURE (LON),EUL,-,29031988,1988,Equities,London,Ireland,United Kingdom Pound,Travel and Leisure,European Leisure (London),Dead,1.0
EUROPEAN SPA.INNVN.(XET),D:4MRX,-,25032008,2008,Equities,Xetra,Germany,Euro,Investment Banking and Brokerage Services,European Space Innovation (XETRA),Dead,0.0
EUROPEAN TECHNICAL,G:EUTE,-,28111994,1994,Equities,Athens,Greece,Euro,Construction and Materials,European Technical,Dead,0.0
EUTEX EUROPEAN TELCO EX.,D:E2T,E2TG.BE^H12,30112005,2005,Equities,Berlin,Germany,Euro,Telecommunications Service Providers,Eutex European Telco Exchange,Dead,0.0
EUWAX (XET),D:EUXX,-,18122001,2001,Equities,Xetra,Germany,Euro,Investment Banking and Brokerage Services,Euwax (XETRA),Dead,0.0
EV WESER-EMS AG,866945,-,14061996,1996,Equities,Deutsche Boerse AG,Germany,German Mark,Unclassified,EV Weser-EMS AG,Dead,0.0
EVER READY (IRE.),911871,-,23091970,1970,Equities,London,Ireland,United Kingdom Pound,Unclassified,Ever Ready (Ireland),Dead,1.0
EVEREL GROUP,I:EVE,EVE.MI^F10,19071999,1999,Equities,Milan,Italy,Euro,Technology Hardware and Equipment,Everel Group,Dead,1.0
EVEREST HOLDINGS&INVS.,G:EVE,-,25081999,1999,Equities,Athens,Greece,Euro,Travel and Leisure,Everest Holdings and Investments,Dead,0.0
EX-CELL-O HOLDING,D:E@C,-,6071989,1989,Equities,Deutsche Boerse AG,Germany,Euro,Industrial Engineering,Ex-Cell-O Holding,Dead,0.0
EXISTA,IC:EXI,-,15092006,2006,Equities,NASDAQ OMX Iceland,Iceland,Icelandic Krona,Non-life Insurance,Exista,Dead,
F & F SELECT NUOVI MERCATI,879970,-,17101997,1997,Equities,Milan,Italy,Italian Lira,Investment Banking and Brokerage Services,F&F Select Nuovi Mercati,Dead,1.0
F & F SELECT PAESI EMERGENTI,879972,-,17101997,1997,Equities,Milan,Italy,Italian Lira,Investment Banking and Brokerage Services,F&F Select Paesi Emergenti,Dead,1.0
F & F SELECT TOP50 INTERNAZIONALE,879969,-,17101997,1997,Equities,Milan,Italy,Italian Lira,Investment Banking and Brokerage Services,F&F Select TOP50 Internazionale,Dead,1.0
FAB MIL CONDUTTORI,I:FMC,-,2011986,1986,Equities,Milan,Italy,Italian Lira,Automobiles and Parts,FAB MIL Conduttori,Dead,1.0
FABILIA GROUP,I:FABG,FHR.MI^E23,11082020,2020,Equities,Milan,Italy,Euro,Travel and Leisure,Fabilia Group,Dead,1.0
FAEMA,I:FAE,-,17021986,1986,Equities,Milan,Italy,Italian Lira,Industrial Engineering,Faema,Dead,1.0
FAG KUGELFISCHER (XET),D:F@GX,-,24011996,1996,Equities,Xetra,Germany,Euro,Industrial Engineering,FAG Kugelfischer (XETRA),Dead,0.0
FAGE DAIRY INDUSTRY,50854R,-,20072007,2007,Equities,Athens,Greece,Euro,Unclassified,Fage Dairy Industry,Dead,0.0
FANCO,G:FAN,-,31121993,1993,Equities,Athens,Greece,Euro,Personal Goods,Fanco,Dead,0.0
FASHION TV HLDG.,69278T,TV8.F^L12,29042010,2010,Equities,Deutsche Boerse AG,Germany,Euro,Media,Fashion Television Holding,Dead,0.0
FASHION TV HLDG. (XET),D:TV8X,-,29042010,2010,Equities,Xetra,Germany,Euro,Media,Fashion Television Holding (XETRA),Dead,0.0
FASHIONACT INDS. (XET),D:3FSX,-,24112009,2009,Equities,Xetra,Germany,Euro,Personal Goods,Fashionact Industries (XETRA),Dead,0.0
FATA ASSICURAZIONI,772332,-,15121988,1988,Equities,Milan,Italy,Italian Lira,Non-life Insurance,Fata Assicurazioni,Dead,1.0
FELTEN & GUILL. (XET),D:FELX,-,24011996,1996,Equities,Xetra,Germany,Euro,Technology Hardware and Equipment,Felten and Guilleaume (XETRA),Dead,0.0
FELTEN & GUILL.ENERGIE,D:FEL,-,10091986,1986,Equities,Deutsche Boerse AG,Germany,Euro,Technology Hardware and Equipment,Felten and Guilleaume Energie,Dead,0.0
FERNHEIZWERK NKLN. (XET),D:FHWX,-,19052000,2000,Equities,Xetra,Germany,Euro,"Gas, Water and Multi-utilities",Fernheizwerk Neukoelln (XETRA),Dead,0.0
FERRETTI,I:FER,-,22062000,2000,Equities,Milan,Italy,Euro,Leisure Goods,Ferretti,Dead,1.0
FERRIER POLLOCK,FPOL1,-,24011973,1973,Equities,London,Ireland,Irish Pound,Unclassified,Ferrier Pollock,Dead,1.0
FERROVIE TORINO,307425,-,12121991,1991,Equities,Milan,Italy,Italian Lira,Industrial Transportation,Ferrovie Torino,Dead,1.0
FIAR,I:FIA,-,2011986,1986,Equities,Milan,Italy,Euro,Electronic and Electrical Equipment,Fiar,Dead,1.0
FIB FFUR.INVESTMENTBANK,D:AXG,0FIBG.F^F10,30112004,2004,Equities,Deutsche Boerse AG,Germany,Euro,Banks,FIB Frankfurter Investmentbank,Dead,0.0
FIB FRANKFURTER (XET) INVESTMENTBANK,D:AXGX,-,30112004,2004,Equities,Xetra,Germany,Euro,Banks,FIB Frankfurter (XETRA) Investmentbank,Dead,0.0
FIDIS,I:FID,-,2011986,1986,Equities,Milan,Italy,Italian Lira,Investment Banking and Brokerage Services,Fidis,Dead,1.0
FIMPAR,I:FIM,-,18071986,1986,Equities,Milan,Italy,Italian Lira,Travel and Leisure,Fimpar,Dead,1.0
FIN PARTE,I:FNT,-,17061986,1986,Equities,Milan,Italy,Euro,Personal Goods,Financial Parte,Dead,1.0
FINANCE MINING,G:FINM,-,30101989,1989,Equities,Athens,Greece,Greek Drachma,Unclassified,Finance Mining,Dead,0.0
FINANCIERA AUTOMOTRIZ SA,8782MZ,-,7032014,2014,Equities,NASDAQ OMX Riga,Latvia,Latvian Lat,Unclassified,Financiera Automotriz SA,Dead,1.0
FINANZ.AGINDUS.,929463,-,1011973,1973,Equities,Milan,Italy,Italian Lira,Food Producers,Finanziaria Agroindustrial,Dead,1.0
FINMARE,929380,-,1011973,1973,Equities,Milan,Italy,Italian Lira,Industrial Transportation,Finmare,Dead,1.0
FINSIDER,504202,-,2021990,1990,Equities,Euronext.liffe Paris,Italy,French Franc,Industrial Metals and Mining,Finsider,Dead,1.0
FIREONE GROUP,FPA,-,1062005,2005,Equities,London,Ireland,United Kingdom Pound,Finance and Credit Services,Fireone Group,Dead,1.0
FIRMA UBAK,14512C,-,2091998,1998,Equities,NASDAQ OMX Riga,Latvia,Latvian Lat,Unclassified,Firma Ubak,Dead,1.0
FIRS RNC,505929,-,19091988,1988,Equities,Milan,Italy,Italian Lira,Non-life Insurance,Firs RNC,Dead,1.0
FIRST ACTIVE,FTA,-,6101998,1998,Equities,Dublin,Ireland,Euro,Banks,First Active,Dead,1.0
FISAC,933346,-,1011973,1973,Equities,Milan,Italy,Italian Lira,Personal Goods,Fisac,Dead,1.0
FISCAMBI,505930,-,2011986,1986,Equities,Milan,Italy,Italian Lira,General Industrials,Fiscambi,Dead,1.0
FISKIDJUSAMLAG HUSAVIKUR,IC:FIS,-,21092000,2000,Equities,NASDAQ OMX Iceland,Iceland,Icelandic Krona,Food Producers,Fiskidjusamlag Husavikur,Dead,
FISKMARKADUR BREIDAFJAR,IC:FIB,-,12072001,2001,Equities,NASDAQ OMX Iceland,Iceland,Icelandic Krona,Food Producers,Fiskmarkadur Breidafjar,Dead,
FITCO,G:FITC,-,23042001,2001,Equities,Athens,Greece,Euro,Industrial Metals and Mining,Fitco,Dead,0.0
FITZWILTON UTS.,FITZ,-,30121964,1964,Equities,Dublin,Ireland,Irish Pound,"Personal Care, Drug and Grocery Stores",Fitzwilton Units,Dead,1.0
FJARFESTINGARFALAGID,IC:FJA,-,10022003,2003,Equities,NASDAQ OMX Iceland,Iceland,Icelandic Krona,Investment Banking and Brokerage Services,Fjarfestingarfalagid,Dead,
FLAVUS BETEILIGUNGEN,D:F2V,F2VG.F^L12,14032011,2011,Equities,Deutsche Boerse AG,Germany,Euro,Investment Banking and Brokerage Services,Flavus Beteiligungen,Dead,0.0
FLOGAS,FGAS,-,31101983,1983,Equities,Dublin,Ireland,Irish Pound,"Gas, Water and Multi-utilities",Flogas,Dead,1.0
FLOWERS LIMITED,HN:DCP,-,29092004,2004,Equities,Budapest,Hungary,Hungarian Forint,Unclassified,Flowers Limited,Dead,1.0
FLUGHAFEN FRANKFURT,866878,-,14061996,1996,Equities,Deutsche Boerse AG,Germany,German Mark,Unclassified,Flughafen Frankfurt,Dead,0.0
FNT FOREVER NEW TECH.,D:FNF,FNF.F^L12,19012012,2012,Equities,Deutsche Boerse AG,Germany,Euro,Investment Banking and Brokerage Services,FNT Forever New Technology,Dead,0.0
FONDRA (AMS),926892,-,10071985,1985,Equities,Euronext.liffe Amsterdam,Germany,German Mark,Unclassified,Fondra (AMS),Dead,0.0
FONDS DIREKT FUR (XET) INVESTMENTBERATUNG,D:FSUX,-,24032009,2009,Equities,Xetra,Germany,Euro,Investment Banking and Brokerage Services,Fonds Direkt FUR (XETRA) Investmentberatung,Dead,0.0
FONTERELLI GMBH (XET),D:FTRX,-,4012008,2008,Equities,Xetra,Germany,Euro,Investment Banking and Brokerage Services,Fonterelli GMBH (XETRA),Dead,0.0
FOOD INDS.,911834,-,30121964,1964,Equities,Dublin,Ireland,Irish Pound,Industrial Transportation,Food Industries,Dead,1.0
FORD-WERKE,929029,-,1011973,1973,Equities,Deutsche Boerse AG,Germany,Euro,Automobiles and Parts,Ford-Werke,Dead,0.0
FORD-WERKE (XET),295160,-,22052000,2000,Equities,Xetra,Germany,Euro,Automobiles and Parts,Ford-Werke (XETRA),Dead,0.0
FORTUNE GRAPHITE (XET),D:ZTNX,-,19122006,2006,Equities,Xetra,Germany,Euro,Investment Banking and Brokerage Services,Fortune Graphite (XETRA),Dead,0.0
FOUR GATES (XET),D:OFLX,-,11022008,2008,Equities,Xetra,Germany,Euro,Investment Banking and Brokerage Services,Four Gates (XETRA),Dead,0.0
FRAMTAK FBANK HF,IC:FMB,-,6032003,2003,Equities,NASDAQ OMX Iceland,Iceland,Icelandic Krona,Unclassified,Framtak Fbank HF,Dead,
FRANCA EQUITY (XET),D:WJBX,-,28122006,2006,Equities,Xetra,Germany,Euro,Investment Banking and Brokerage Services,Franca Equity (XETRA),Dead,0.0
FRANCONO RHEIN-MAIN,D:F7R,F7RG.F^F09,14092006,2006,Equities,Deutsche Boerse AG,Germany,Euro,Real Estate Investment and Services,Francono Rhein-Main,Dead,0.0
FRANCONO RHEIN-MAIN(XET),D:F7RX,-,14092006,2006,Equities,Xetra,Germany,Euro,Real Estate Investment and Services,Francono Rhein-Main (XETRA),Dead,0.0
FRANCONOWEST (XET),D:4FRX,-,12112007,2007,Equities,Xetra,Germany,Euro,Real Estate Investment Trusts,Franconowest (XETRA),Dead,0.0
FRANKONA 50% JG,308452,-,31121992,1992,Equities,Munich,Germany,Euro,Non-life Insurance,Frankona 50% Junge,Dead,0.0
FRANZ HANIEL & CIE,866947,-,14061996,1996,Equities,Deutsche Boerse AG,Germany,Euro,Unclassified,Franz Haniel and Compagnie,Dead,0.0
FREUDENBERG GROUP,866973,-,14061996,1996,Equities,Deutsche Boerse AG,Germany,Euro,Unclassified,Freudenberg Group,Dead,0.0
FRI.KRUPP-HOE. (XET),D:FKRI,-,26011996,1996,Equities,Xetra,Germany,Euro,Industrial Metals and Mining,Friedrich Krupp-Hoesch (XETRA),Dead,0.0
FRI.KRUPP-HOESCH KRUPP,308398,-,14121992,1992,Equities,Deutsche Boerse AG,Germany,Euro,Industrial Metals and Mining,Friedrich Krupp-Hoesch Krupp,Dead,0.0
FRIATEC,D:FKK,-,24071995,1995,Equities,Deutsche Boerse AG,Germany,Euro,Construction and Materials,Friatec,Dead,0.0
FRIATEC (XET),D:FKKX,-,22031999,1999,Equities,Xetra,Germany,Euro,Construction and Materials,Friatec (XETRA),Dead,0.0
FRIEDRICH DECKEL,997989,-,5101981,1981,Equities,Deutsche Boerse AG,Germany,German Mark,Industrial Engineering,Friedrich Deckel,Dead,0.0
FROEHLICH BAU (XET),D:FROX,-,14121998,1998,Equities,Xetra,Germany,Euro,Construction and Materials,Froehlich Bau (XETRA),Dead,0.0
FROSTA (XET),D:NLMX,-,18052000,2000,Equities,Xetra,Germany,Euro,Food Producers,Frosta (XETRA),Dead,0.0
FRUMHERJI HF,IC:FRU,-,27102000,2000,Equities,NASDAQ OMX Iceland,Iceland,Icelandic Krona,Industrial Support Services,Frumherji HF,Dead,
FUTURE TEC INCOME (XET),D:FT3X,-,8022007,2007,Equities,Xetra,Germany,Euro,Software and Computer Services,Future Tec Income (XETRA),Dead,0.0
G LEVENTAKIS TEX,G:VYS,-,1101996,1996,Equities,Athens,Greece,Euro,Personal Goods,G Leventakis Tex,Dead,0.0
GAELIC OIL (DUB),991405,-,22041981,1981,Equities,Dublin,Ireland,Euro,Unclassified,Gaelic Oil (Irish),Dead,1.0
GAELIC RESOURCES,953843,-,24111987,1987,Equities,Dublin,Ireland,Euro,"Oil, Gas and Coal",Gaelic Resources,Dead,1.0
GAH ANLAGENTECHNIK,505656,-,21091990,1990,Equities,Deutsche Boerse AG,Germany,German Mark,Industrial Metals and Mining,GAH Anlagentechnik,Dead,0.0
GAIC,505954,-,27101986,1986,Equities,Milan,Italy,Italian Lira,General Industrials,Gaic,Dead,1.0
GALA SPA,I:GALA,GALA.MI^A18,10032014,2014,Equities,Milan,Italy,Euro,"Gas, Water and Multi-utilities",Gala Spa,Dead,1.0
GALAXIA TELC.INTL. (XET),D:N2IX,-,27062007,2007,Equities,Xetra,Germany,Euro,Telecommunications Equipment,Galaxia Telecom International (XETRA),Dead,0.0
GALAXIA TELECOM INTL.,D:N2I,N2I.F^D11,27062007,2007,Equities,Deutsche Boerse AG,Germany,Euro,Telecommunications Equipment,Galaxia Telecom International,Dead,0.0
GALILEO MEDIEN,36275E,-,19072006,2006,Equities,Deutsche Boerse AG,Germany,Euro,Media,Galileo Medien,Dead,0.0
GALILEO MEDIEN (XET),D:G7MX,-,19072006,2006,Equities,Xetra,Germany,Euro,Media,Galileo Medien (XETRA),Dead,0.0
GALLION II (LUX),LX:GAL,-,2051997,1997,Equities,Luxembourg,Luxembourg,Euro,Unclassified,Gallion II (Luxembourg),Dead,0.0
GAMEFORGE BERLIN (XET),32799U,-,9022006,2006,Equities,Xetra,Germany,Euro,Leisure Goods,Gameforge Berlin (XETRA),Dead,0.0
GAP (XET),D:G@MX,-,19092000,2000,Equities,Xetra,Germany,Euro,Telecommunications Equipment,Gap (XETRA),Dead,0.0
GARBE LAHMEYER,775062,-,26091988,1988,Equities,Duesseldorf,Germany,German Mark,Technology Hardware and Equipment,Garbe Lahmeyer,Dead,0.0
GARBOLI,I:GAR,-,20071994,1994,Equities,Milan,Italy,Euro,Construction and Materials,Garboli,Dead,1.0
GARDENA HOLDING,D:GAD5,-,24052002,2002,Equities,Deutsche Boerse AG,Germany,Euro,Household Goods and Home Construction,Gardena Holding,Dead,0.0
GARDENIA,HN:GRD,-,23041997,1997,Equities,Budapest,Hungary,Hungarian Forint,Household Goods and Home Construction,Gardenia,Dead,1.0
GAS.KAISERSLAUTERN (XET),D:GAKX,-,1062001,2001,Equities,Xetra,Germany,Euro,"Gas, Water and Multi-utilities",Gasanstalt Kaiserslautern (XETRA),Dead,0.0
GAST-SERVICE HLDG. (XET),D:4GSX,-,29112007,2007,Equities,Xetra,Germany,Euro,Investment Banking and Brokerage Services,Gast-Service Holding (XETRA),Dead,0.0
GASVERSORGUNG SUED-D,866879,-,14061996,1996,Equities,Deutsche Boerse AG,Germany,German Mark,Unclassified,Gasversorgung Sued-D,Dead,0.0
GAUSS INTERPRISE,D:GSO9,-,26101999,1999,Equities,Stuttgart,Germany,Euro,Software and Computer Services,Gauss Interprise,Dead,0.0
GB GLOBAL MINING,D:35K,35K.F^K11,27092007,2007,Equities,Deutsche Boerse AG,Germany,Euro,Precious Metals and Mining,Great Britain Global Mining,Dead,0.0
GB GLOBAL MINING (XET),D:35KX,-,27092007,2007,Equities,Xetra,Germany,Euro,Precious Metals and Mining,Great Britain Global Mining (XETRA),Dead,0.0
GB GROUP CORPORATION,8782M8,-,7032014,2014,Equities,NASDAQ OMX Riga,Latvia,Latvian Lat,Unclassified,Great Britain Group Corporation,Dead,1.0
GB MINING HOLDING (XET),67795K,-,5082009,2009,Equities,Xetra,Germany,Euro,Industrial Metals and Mining,Great Britain Mining Holding (XETRA),Dead,0.0
GB/AG GESELL.BET.,D:GBA,GBAG.SG^G11,14051999,1999,Equities,Stuttgart,Germany,Euro,Real Estate Investment and Services,Great Britain/AG Gesellschaft Beteiligung,Dead,0.0
GB/AG GESELL.BET. (XET),D:GBAX,-,3062003,2003,Equities,Xetra,Germany,Euro,Real Estate Investment and Services,Great Britain/AG Gesellschaft Beteiligung (XETRA),Dead,0.0
GBR.MAERZ,307018,-,17061991,1991,Equities,Deutsche Boerse AG,Germany,German Mark,General Industrials,Gebrueder Maerz,Dead,0.0
GDC GAME AND DOWNLOAD,D:GUD,GUDG.F^L12,4082011,2011,Equities,Deutsche Boerse AG,Germany,Euro,Leisure Goods,GDC Game and Download,Dead,0.0
GEA (XET),D:GEAX,-,4111998,1998,Equities,Xetra,Germany,Euro,Industrial Engineering,GEA (XETRA),Dead,0.0
GELD ART (XET),D:G3AX,-,5052006,2006,Equities,Xetra,Germany,Euro,Investment Banking and Brokerage Services,Geld Art (XETRA),Dead,0.0
GEMPLUS INTL.,F:GEM,-,8122000,2000,Equities,Euronext.liffe Paris,Luxembourg,Euro,Electronic and Electrical Equipment,Gemplus International,Dead,0.0
GEN. CON.,G:GEK,-,12071994,1994,Equities,Athens,Greece,Euro,Construction and Materials,General Construction,Dead,0.0
GEN.IMMOB.ROMA,929416,-,1011973,1973,Equities,Stockholm,Italy,Italian Lira,Real Estate Investment and Services,General Immobiliere Roma,Dead,1.0
GENEART (XET),D:G6AX,-,22052006,2006,Equities,Xetra,Germany,Euro,Pharmaceuticals and Biotechnology,Geneart (XETRA),Dead,0.0
GENER,G:GENE,GENr.AT^H10,1041996,1996,Equities,Athens,Greece,Euro,Construction and Materials,Gener,Dead,0.0
GENERALI LLOYD,775223,-,28101988,1988,Equities,Munich,Germany,Euro,Non-life Insurance,Generali Lloyd,Dead,0.0
GENESCAN EUROPE (XET),D:GP2X,-,20072000,2000,Equities,Xetra,Germany,Euro,Electronic and Electrical Equipment,Genescan Europe (XETRA),Dead,0.0
GEOINFO INTERNACIONAL SA,8782M3,-,7032014,2014,Equities,NASDAQ OMX Riga,Latvia,Latvian Lat,Unclassified,Geoinfo Internacional SA,Dead,1.0
GERLING KONZERN,D:GKA5,-,26091988,1988,Equities,Deutsche Boerse AG,Germany,Euro,Non-life Insurance,Gerling Konzern,Dead,0.0
GERLING LEBENSVERS STAMMAKTIE,866880,-,14061996,1996,Equities,Deutsche Boerse AG,Germany,German Mark,Unclassified,Gerling Lebensvers Stammaktie,Dead,0.0
GERMANOS,G:GERM,-,11022000,2000,Equities,Athens,Greece,Euro,Retailers,Germanos,Dead,0.0
GEROLIMICH RNC,505956,-,27101986,1986,Equities,Milan,Italy,Italian Lira,Industrial Transportation,Gerolimich RNC,Dead,1.0
GERRESHEIMER GLAS,929051,-,1011973,1973,Equities,Deutsche Boerse AG,Germany,Euro,Food Producers,Gerresheimer Glas,Dead,0.0
GERRY WEBER INT AG STAMMAKTIE,866857,-,14061996,1996,Equities,Deutsche Boerse AG,Germany,German Mark,Unclassified,Gerry Weber Int AG Stammaktie,Dead,0.0
GESTRA,D:GST,-,7101983,1983,Equities,Deutsche Boerse AG,Germany,German Mark,Industrial Engineering,Gestra,Dead,0.0
GFC,945209,-,30091988,1988,Equities,Hamburg,Germany,German Mark,Unclassified,GFC,Dead,0.0
GFKL FINANCIAL SVS.(XET),D:GS1X,-,28042008,2008,Equities,Xetra,Germany,Euro,Investment Banking and Brokerage Services,GFKL Financial Services (XETRA),Dead,0.0
GFN,D:GFN,-,6081997,1997,Equities,Deutsche Boerse AG,Germany,Euro,Industrial Support Services,GFN,Dead,0.0
GFN (XET),D:GFNX,-,18011999,1999,Equities,Xetra,Germany,Euro,Industrial Support Services,GFN (XETRA),Dead,0.0
GIB GLOB.INT. (XET),D:GHIX,-,21062005,2005,Equities,Xetra,Germany,Euro,Investment Banking and Brokerage Services,Gibralta Globalrent Interest (XETRA),Dead,0.0
GIEAG GEWERBE (XET) IMMOBILIEN ENTWICKLUNGS,D:2GIX,2GI.DE^D24,1102021,2021,Equities,Xetra,Germany,Euro,Real Estate Investment and Services,Gieag Gewerbe (XETRA) Immobilien Entwicklungs,Dead,0.0
GIFIM,I:GIF,-,28111991,1991,Equities,Milan,Italy,Italian Lira,Real Estate Investment and Services,Gifim,Dead,1.0
GIG GRUNDBESITZ IM.(XET),D:G72X,-,17082007,2007,Equities,Xetra,Germany,Euro,Real Estate Investment and Services,GIG Grundbesitz Immobilien (XETRA),Dead,0.0
GIGABELL NM (XET),D:GGBX,-,12081999,1999,Equities,Xetra,Germany,Euro,Software and Computer Services,Gigabell NM (XETRA),Dead,0.0
GILDE BRAUEREI,D:GI@,-,1011973,1973,Equities,Deutsche Boerse AG,Germany,Euro,Beverages,Gilde Brauerei,Dead,0.0
GILDE BRAUEREI (XET),D:GI@X,-,11112002,2002,Equities,Xetra,Germany,Euro,Beverages,Gilde Brauerei (XETRA),Dead,0.0
GILDERMEISTER ITALIANA,I:GDM,-,8011996,1996,Equities,Milan,Italy,Euro,Industrial Engineering,Gildermeister Italiana,Dead,1.0
GIM,I:GI,-,1011973,1973,Equities,Milan,Italy,Euro,Industrial Metals and Mining,GIM,Dead,1.0
GL,D:GAL,-,13051991,1991,Equities,Duesseldorf,Germany,Euro,Technology Hardware and Equipment,GL,Dead,0.0
GLITNIR BANKI,IC:ISB,-,19062000,2000,Equities,NASDAQ OMX Iceland,Iceland,Icelandic Krona,Banks,Glitnir Banki,Dead,
GLOBAL MINERAL RES.(XET),D:GLLX,-,5012007,2007,Equities,Xetra,Germany,Euro,Investment Banking and Brokerage Services,Global Mineral Resources (XETRA),Dead,0.0
GLOBAL MINERAL RESOURCES,D:GLLN,GLL.F^B12,5012007,2007,Equities,Deutsche Boerse AG,Germany,Euro,Investment Banking and Brokerage Services,Global Mineral Resources,Dead,0.0
GLOBAL PVQ (XET),D:QCEX,-,4102005,2005,Equities,Xetra,Germany,Euro,Alternative Energy,Global PVQ (XETRA),Dead,0.0
GLOBALM-GROUP,69350N,K3T.F^L12,20072010,2010,Equities,Deutsche Boerse AG,Germany,Euro,Waste and Disposal Services,Globalm-Group,Dead,0.0
GLOBE,G:GKLO,-,4011988,1988,Equities,Athens,Greece,Euro,Personal Goods,Globe,Dead,0.0
GLUNZ,D:GLU,-,31071991,1991,Equities,Deutsche Boerse AG,Germany,Euro,Construction and Materials,Glunz,Dead,0.0
GLUNZ JG.2,D:GLU2,-,30041991,1991,Equities,Deutsche Boerse AG,Germany,Euro,Industrial Support Services,Glunz Junge 2,Dead,0.0
GMN G MUELLER,755589,-,16071987,1987,Equities,Deutsche Boerse AG,Germany,German Mark,Industrial Engineering,GMN G Mueller,Dead,0.0
GOLD-ZACK (XET),D:GOZX,-,18011999,1999,Equities,Xetra,Germany,Euro,Investment Banking and Brokerage Services,Gold-Zack (XETRA),Dead,0.0
GOLDEN HARVEST (XET) INVT.,D:GDTX,-,23092008,2008,Equities,Xetra,Germany,Euro,Investment Banking and Brokerage Services,Golden Harvest (XETRA) Invest,Dead,0.0
GOLDEN HARVEST INVEST,54118H,GDTG.F^L12,23092008,2008,Equities,Deutsche Boerse AG,Germany,Euro,Investment Banking and Brokerage Services,Golden Harvest Invest,Dead,0.0
GOLDSUN A,152491,-,6071994,1994,Equities,Budapest,Hungary,Hungarian Forint,Food Producers,Goldsun A,Dead,1.0
GONGYOU MACHINES (XET),D:GMUX,-,29032007,2007,Equities,Xetra,Germany,Euro,Industrial Engineering,Gongyou Machines (XETRA),Dead,0.0
GONTARD & METALL BK(XET),D:GMBX,-,7051999,1999,Equities,Xetra,Germany,Euro,Investment Banking and Brokerage Services,Gontard and Metall Bank (XETRA),Dead,0.0
GOODBODY J &L F,911876,-,30121964,1964,Equities,London,Ireland,Irish Pound,Unclassified,Goodbody J&L F,Dead,1.0
GOTTARDO RUFFONI,505338,-,6081990,1990,Equities,Milan,Italy,Italian Lira,Industrial Transportation,Gottardo Ruffoni,Dead,1.0
GPA GROUP (DUB),GPAD,-,17061992,1992,Equities,Dublin,Ireland,Irish Pound,Travel and Leisure,GPA Group (Irish),Dead,1.0
GPC BIOTECH (XET),D:GP@X,-,30052000,2000,Equities,Xetra,Germany,Euro,Non-life Insurance,GPC Biotechnology (XETRA),Dead,0.0
GRABOPLAST,HN:GRA,-,26071994,1994,Equities,Budapest,Hungary,Hungarian Forint,Household Goods and Home Construction,Graboplast,Dead,1.0
GRAFOBAL VILNIUS,LT:GRV,-,30061998,1998,Equities,Lithuania,Lithuania,Lithuanian Lita,Industrial Materials,Grafobal Vilnius,Dead,1.0
GRAPHISOFT,HN:GPH,-,15052000,2000,Equities,Budapest,Hungary,Hungarian Forint,Software and Computer Services,Graphisoft,Dead,1.0
GRAPHIT KROPFMUHL (XET),D:GKRX,-,28041999,1999,Equities,Xetra,Germany,Euro,Industrial Metals and Mining,Graphit Kropfmuhl (XETRA),Dead,0.0
GRASSETTO,I:GRA,-,2031987,1987,Equities,Milan,Italy,Italian Lira,Household Goods and Home Construction,Grassetto,Dead,1.0
GREEN GROUP (DUB),917046,-,24011973,1973,Equities,London,Ireland,Irish Pound,Unclassified,Green Group (Irish),Dead,1.0
GREEN PROPERTY,GPR,-,25061985,1985,Equities,Dublin,Ireland,Euro,Real Estate Investment and Services,Green Property,Dead,1.0
GRETA (XET),D:GTLX,-,19042007,2007,Equities,Xetra,Germany,Euro,Real Estate Investment and Services,Greta (XETRA),Dead,0.0
GRID CONTENT GROUP,D:GCJ,GCJG.F^L12,19052010,2010,Equities,Deutsche Boerse AG,Germany,Euro,Software and Computer Services,Grid Content Group,Dead,0.0
GROSSKRAFTWERK FRANKEN,929124,-,26091988,1988,Equities,Munich,Germany,Euro,Electricity,Grosskraftwerk Franken,Dead,0.0
