Name,Symbol,RIC,Start Date,Hist.,Category,Exchange,Market,Currency,Sector,Full Name,Activity
MONCEY FINANCIERE,F:TRNP,FMONC.PA,18041989,1989,Equities,Euronext.liffe Paris,France,Euro,Investment Banking and Brokerage Services,Moncey Financiere,Active
NETCOMPANY GROUP,DK:NGP,NETCG.CO,7062018,2018,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Software and Computer Services,Netcompany Group,Active
ROCKWOOL B,DK:ROC,ROCKb.CO,17011996,1996,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Construction and Materials,Rockwool B,Active
SHURGARD SELF STORAGE,B:SHUR,SHUR.BR,15102018,2018,Equities,Euronext.liffe Brussels,Belgium,Euro,Real Estate Investment Trusts,Shurgard Self Storage,Active
SOLVAY,B:SOL,SOLB.BR,1011973,1973,Equities,Euronext.liffe Brussels,Belgium,Euro,Chemicals,Solvay,Active
TELEPERFORMANCE,F:ROFR,TEPRF.PA,18041989,1989,Equities,Euronext.liffe Paris,France,Euro,Industrial Support Services,Teleperformance,Active
THEON INTERNATIONAL,H:THIW,THEON.AS,7022024,2024,Equities,Euronext.liffe Amsterdam,Cyprus,Euro,Aerospace and Defense,Theon International,Active
TIETO,M:TIE1,TIETO.HE,25031988,1988,Equities,Helsinki,Finland,Euro,Software and Computer Services,Tieto,Active
TIKEHAU CAPITAL,F:TKO,TKOO.PA,6032017,2017,Equities,Euronext.liffe Paris,France,Euro,Investment Banking and Brokerage Services,Tikehau Capital,Active
TITAN,B:TITC,TITC.BR,23072019,2019,Equities,Euronext.liffe Brussels,Belgium,Euro,Construction and Materials,Titan,Active
TORM A,DK:TRM,TRMDa.CO,21051990,1990,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Industrial Transportation,Torm A,Active
TRIGANO,F:TRI,TRIA.PA,18031998,1998,Equities,Euronext.liffe Paris,France,Euro,Leisure Goods,Trigano,Active
VERALLIA,F:VERP,VRLA.PA,4102019,2019,Equities,Euronext.liffe Paris,France,Euro,General Industrials,Verallia,Active
VGP,B:VGP,VGP1.BR,6122007,2007,Equities,Euronext.liffe Brussels,Belgium,Euro,Real Estate Investment and Services,VGP,Active
VICAT,F:VCT,VCTP.PA,18041989,1989,Equities,Euronext.liffe Paris,France,Euro,Construction and Materials,Vicat,Active
VIOHALCO,B:VIO,VIOH.BR,7112013,2013,Equities,Euronext.liffe Brussels,Belgium,Euro,Industrial Metals and Mining,Viohalco,Active
WIENERBERGER,O:WNBA,WBSV.VI,1011973,1973,Equities,Vienna Stock Exchange,Austria,Euro,Construction and Materials,Wienerberger,Active
YODA,CP:YOD,YODAP.CY,27122022,2022,Equities,Cyprus,Cyprus,Euro,Investment Banking and Brokerage Services,Yoda,Active
ALM BRAND,DK:ABF,ALMB.CO,1071985,1985,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Non-life Insurance,Almanij Brand,Active
AZELIS GROUP,B:AZE,AZE.BR,17092021,2021,Equities,Euronext.liffe Brussels,Belgium,Euro,Industrial Support Services,Azelis Group,Active
BIC,F:BIC,BICP.PA,1011973,1973,Equities,Euronext.liffe Paris,France,Euro,"Personal Care, Drug and Grocery Stores",BIC,Active
CA IM.ANLAGEN,O:CAIM,CAIV.VI,3051991,1991,Equities,Vienna Stock Exchange,Austria,Euro,Real Estate Investment and Services,CA Immobilien Anlagen,Active
COVIVIO HOTELS,F:FMU,COVH.PA,19091990,1990,Equities,Euronext.liffe Paris,France,Euro,Real Estate Investment Trusts,Covivio Hotels,Active
EXOSENS,F:EXOP,EXENS.PA,7062024,2024,Equities,Euronext.liffe Paris,France,Euro,Aerospace and Defense,Exosens,Active
FYNSKE BANK,DK:FYN,FYNBK.CO,15102001,2001,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Banks,Fynske Bank,Active
ID LOGISTICS GROUP,F:IDL,IDLA.PA,12042012,2012,Equities,Euronext.liffe Paris,France,Euro,Industrial Transportation,ID Logistics Group,Active
OUTOKUMPU 'A',M:OUTO,OUT1V.HE,13121989,1989,Equities,Helsinki,Finland,Euro,Industrial Metals and Mining,Outokumpu 'A',Active
RUBIS,F:RUI,RUBF.PA,18041989,1989,Equities,Euronext.liffe Paris,France,Euro,Retailers,Rubis,Active
SOPRA STERIA GROUP,F:SOP,SOPR.PA,27031990,1990,Equities,Euronext.liffe Paris,France,Euro,Software and Computer Services,Sopra Steria Group,Active
VALEO,F:FR,VLOF.PA,1011973,1973,Equities,Euronext.liffe Paris,France,Euro,Automobiles and Parts,Valeo,Active
WENDEL,F:MF@F,MWDP.PA,18041989,1989,Equities,Euronext.liffe Paris,France,Euro,Investment Banking and Brokerage Services,Wendel,Active
ZEALAND PHARMA,DK:ZEA,ZELA.CO,24112010,2010,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Pharmaceuticals and Biotechnology,Zealand Pharma,Active
2CRSI,F:CRSI,AL2SI.PA,22062018,2018,Equities,Euronext.liffe Paris,France,Euro,Software and Computer Services,2CRSI,Active
AGRANA BETEILIGUNGS,O:AGR,AGRV.VI,6111991,1991,Equities,Vienna Stock Exchange,Austria,Euro,Food Producers,Agrana Beteiligungs,Active
AKTIA BANK A,M:AKTA,AKTIA.HE,29092009,2009,Equities,Helsinki,Finland,Euro,Banks,Aktia Bank A,Active
ATOS,F:ATO,ATOS.PA,18041989,1989,Equities,Euronext.liffe Paris,France,Euro,Software and Computer Services,Atos,Active
BARCO NEW,B:BAR,BAR.BR,26061986,1986,Equities,Euronext.liffe Brussels,Belgium,Euro,Technology Hardware and Equipment,Barco New,Active
CARE PROPERTY INV,B:CPIN,CPINV.BR,29031999,1999,Equities,Euronext.liffe Brussels,Belgium,Euro,Real Estate Investment Trusts,Care Property INV,Active
CHEMOMETEC,DK:CHM,CHEMM.CO,18122006,2006,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Medical Equipment and Services,Chemometec,Active
DFDS,DK:DFD,DFDS.CO,1011973,1973,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Industrial Transportation,DFDS,Active
EASTERNMED REAL ESTATE CAPITAL,CP:ERE,EMREA.CY,7072022,2022,Equities,Cyprus,Cyprus,Euro,Real Estate Investment and Services,Easternmed Real Estate Capital,Active
ENERGYVISION,B:ENER,ENRGY.BR,9072025,2025,Equities,Euronext.liffe Brussels,Belgium,Euro,Electricity,Energyvision,Active
ENTECA,CP:ENT,NTK.CY,25072023,2023,Equities,Cyprus,Cyprus,Euro,Investment Banking and Brokerage Services,Enteca,Active
EXAIL TECHNOLOGIES,F:EXA,EXA.PA,27021998,1998,Equities,Euronext.liffe Paris,France,Euro,Aerospace and Defense,Exail Technologies,Active
FAGRON,B:FAGR,FAGRO.BR,4102007,2007,Equities,Euronext.liffe Brussels,Belgium,Euro,Medical Equipment and Services,Fagron,Active
FREY,F:FREY,FREY.PA,26032008,2008,Equities,Euronext.liffe Paris,France,Euro,Real Estate Investment and Services,Frey,Active
GIMV,B:GIM,GIMV.BR,26061997,1997,Equities,Euronext.liffe Brussels,Belgium,Euro,Investment Banking and Brokerage Services,Gimv,Active
GUBRA,DK:GUB,GUBRA.CO,30032023,2023,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Pharmaceuticals and Biotechnology,Gubra,Active
H&K,F:MLHK,MLHK.EUA,28072015,2015,Equities,Euronext.liffe Paris,France,Euro,Aerospace and Defense,H&K,Active
HARVIA,M:HARV,HARVIA.HE,22032018,2018,Equities,Helsinki,Finland,Euro,Leisure Goods,Harvia,Active
KAUFMAN ET BROAD,F:KAUF,KOF.PA,4022000,2000,Equities,Euronext.liffe Paris,France,Euro,Household Goods and Home Construction,Kaufman et Broad,Active
KEMPOWER,M:KEMP,KEMPOWR.HE,14122021,2021,Equities,Helsinki,Finland,Euro,Electronic and Electrical Equipment,Kempower,Active
LENZING,O:LNZ,LENV.VI,19091985,1985,Equities,Vienna Stock Exchange,Austria,Euro,Chemicals,Lenzing,Active
LOUIS HACHETTE GROUP,F:LOHG,ALHG.PA,16122024,2024,Equities,Euronext.liffe Paris,France,Euro,Retailers,Louis Hachette Group,Active
MATAS,DK:MAT,MATAS.CO,28062013,2013,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Retailers,Matas,Active
MAYR-MELNHOF KARTON,O:MAYR,MMKV.VI,21041994,1994,Equities,Vienna Stock Exchange,Austria,Euro,General Industrials,Mayr-Melnhof Karton,Active
PREMIER ENERGY,RM:PR1,ROPE.BX,28052024,2024,Equities,Spot Regulated Market - BVB,Cyprus,Romanian Leu,"Gas, Water and Multi-utilities",Premier Energy,Active
SECHE ENVIRONNEMENT,F:SECH,CCHE.PA,26111997,1997,Equities,Euronext.liffe Paris,France,Euro,Waste and Disposal Services,Seche Environnement,Active
SOPHARMA,BL:SOF,BGSFA.BB,24102000,2000,Equities,Sofia,Bulgaria,Euro,Pharmaceuticals and Biotechnology,Sopharma,Active
SP GROUP,DK:SPG,SPGP.CO,5041988,1988,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,General Industrials,SP Group,Active
STEF,F:STEF,STF.PA,29061998,1998,Equities,Euronext.liffe Paris,France,Euro,Industrial Transportation,Stef,Active
TERVEYSTALO,M:TERA,TTALO.HE,11102017,2017,Equities,Helsinki,Finland,Euro,Health Care Providers,Terveystalo,Active
THERMADOR GROUPE,F:THRM,THHG.PA,29071988,1988,Equities,Euronext.liffe Paris,France,Euro,Industrial Support Services,Thermador Groupe,Active
TOUR EIFFEL,F:EIFF,TEIF.PA,18041989,1989,Equities,Euronext.liffe Paris,France,Euro,Real Estate Investment Trusts,Tour Eiffel,Active
UBISOFT ENTERTAINMENT CAT A,F:UBI,UBIP.PA,4071996,1996,Equities,Euronext.liffe Paris,France,Euro,Leisure Goods,Ubisoft Entertainment Cat A,Active
VAISALA A,M:VAIS,VAIAS.HE,4011993,1993,Equities,Helsinki,Finland,Euro,Electronic and Electrical Equipment,Vaisala A,Active
VIRIDIEN,F:CGG,VIRI.PA,15061982,1982,Equities,Euronext.liffe Paris,France,Euro,"Oil, Gas and Coal",Viridien,Active
VOLTALIA,F:VLTS,VLTSA.PA,5052006,2006,Equities,Euronext.liffe Paris,France,Euro,Electricity,Voltalia,Active
X-FAB SILICON FOUNDRIES,F:XFAB,XFAB.PA,5042017,2017,Equities,Euronext.liffe Paris,France,Euro,Technology Hardware and Equipment,X-FAB Silicon Foundries,Active
74SOFTWARE,F:AXW,74SW.PA,13062011,2011,Equities,Euronext.liffe Paris,France,Euro,Software and Computer Services,74SOFTWARE,Active
ADDIKO BANK,O:ADKO,ADKO.VI,12072019,2019,Equities,Vienna Stock Exchange,Austria,Euro,Banks,Addiko Bank,Active
ALTAMIR,F:ALT,ALMP.PA,3121996,1996,Equities,Euronext.liffe Paris,France,Euro,Investment Banking and Brokerage Services,Altamir,Active
ALTAREIT,F:AREI,AREIT.PA,18041989,1989,Equities,Euronext.liffe Paris,France,Euro,Real Estate Investment and Services,Altareit,Active
ALTEN,F:ALTE,LTEN.PA,28011999,1999,Equities,Euronext.liffe Paris,France,Euro,Software and Computer Services,Alten,Active
AMBU B,DK:AMB,AMBUb.CO,16061992,1992,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Medical Equipment and Services,Ambu B,Active
ARGAN,F:ARG,ARGAN.PA,18062007,2007,Equities,Euronext.liffe Paris,France,Euro,Real Estate Investment Trusts,Argan,Active
ASSYSTEM,F:BRIM,ASY.PA,21101999,1999,Equities,Euronext.liffe Paris,France,Euro,Construction and Materials,Assystem,Active
ATLANTIC GRUPA,CR:ATG,ATGR.ZA,19112007,2007,Equities,Zagreb,Croatia,Euro,Food Producers,Atlantic Grupa,Active
AUBAY,F:AUBT,AUBT.PA,16061998,1998,Equities,Euronext.liffe Paris,France,Euro,Software and Computer Services,Aubay,Active
BAJAJ MOBILITY AG (WBO),O:KTMI,BMAG.VI,22032004,2004,Equities,Vienna Stock Exchange,Austria,Euro,Leisure Goods,Bajaj Mobility AG (Vienna Stock Exchange),Active
BASSAC,F:LNC,BASS.PA,15112006,2006,Equities,Euronext.liffe Paris,France,Euro,Real Estate Investment and Services,Bassac,Active
BAVARIAN NORDIC,DK:BAV,BAVA.CO,5111998,1998,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Pharmaceuticals and Biotechnology,Bavarian Nordic,Active
BEKAERT (D),B:BEKB,BEKB.BR,1011973,1973,Equities,Euronext.liffe Brussels,Belgium,Euro,Industrial Metals and Mining,Bekaert (D),Active
BENETEAU,F:CHBE,CHBE.PA,18041989,1989,Equities,Euronext.liffe Paris,France,Euro,Leisure Goods,Beneteau,Active
BKS BANK,O:KAER,KAER.VI,1071986,1986,Equities,Vienna Stock Exchange,Austria,Euro,Banks,Banks Bank,Active
BURELLE,F:BUR,BULY.PA,21031991,1991,Equities,Euronext.liffe Paris,France,Euro,Automobiles and Parts,Burelle,Active
CITYCON,M:CIT,CTY1S.HE,24081990,1990,Equities,Helsinki,Finland,Euro,Real Estate Investment and Services,Citycon,Active
CLARIANE,F:KORI,CLARI.PA,23112006,2006,Equities,Euronext.liffe Paris,France,Euro,Health Care Providers,Clariane,Active
COMPAGNIE DU BOIS SAUVAGE,B:BSV,CBOS.BR,2011986,1986,Equities,Euronext.liffe Brussels,Belgium,Euro,Investment Banking and Brokerage Services,Compagnie du Bois Sauvage,Active
CPI EUROPE AGE,O:IMMO,CPIE.VI,23011996,1996,Equities,Vienna Stock Exchange,Austria,Euro,Real Estate Investment and Services,CPI Europe Age,Active
CREDIT AGR.ILE DE FRANCE,F:CAI,CAIF.PA,2031988,1988,Equities,Euronext.liffe Paris,France,Euro,Banks,Credit Agricole Ile de France,Active
CREDIT AGRICOLE BRIE PICARDIE,F:CRB2,CRBP2.PA,13062007,2007,Equities,Euronext.liffe Paris,France,Euro,Banks,Credit Agricole Brie Picardie,Active
DBV TECHNOLOGIES,F:DBV,DBV.PA,27032012,2012,Equities,Euronext.liffe Paris,France,Euro,Pharmaceuticals and Biotechnology,DBV Technologies,Active
DMPKBT.NORDEN,DK:DNO,DNORD.CO,16061989,1989,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Industrial Transportation,Dampskibsselskabet Norden,Active
DO CO REST.CATER.,O:DOC,DOCO.VI,29061998,1998,Equities,Vienna Stock Exchange,Austria,Euro,Travel and Leisure,Do Company Restaurants Catering,Active
ELIOR GROUP,F:ELIO,ELIOR.PA,10062014,2014,Equities,Euronext.liffe Paris,France,Euro,Consumer Services,Elior Group,Active
EQUASENS,F:PHA,EQSE.PA,19102000,2000,Equities,Euronext.liffe Paris,France,Euro,Health Care Providers,Equasens,Active
EUROTELESITES AG,O:EURA,ETS.VI,22092023,2023,Equities,Vienna Stock Exchange,Austria,Euro,Telecommunications Equipment,Eurotelesites AG,Active
EVS BROADCAST EQUIPMENT,B:EVS,EVSB.BR,14101998,1998,Equities,Euronext.liffe Brussels,Belgium,Euro,Telecommunications Equipment,EVS Broadcast Equipment,Active
EXMAR,B:EXM,EXMR.BR,23062003,2003,Equities,Euronext.liffe Brussels,Belgium,Euro,Industrial Transportation,Exmar,Active
FISKARS A,M:FKA,FSKRS.HE,25031988,1988,Equities,Helsinki,Finland,Euro,Household Goods and Home Construction,Fiskars A,Active
FLORIDIENNE,B:FLOB,FLOB.BR,2011986,1986,Equities,Euronext.liffe Brussels,Belgium,Euro,Chemicals,Floridienne,Active
FNAC DARTY,F:FNAC,FNAC.PA,19062013,2013,Equities,Euronext.liffe Paris,France,Euro,Retailers,Fnac Darty,Active
FRAMERY GROUP,M:FRAG,FRAMERY.HE,2122025,2025,Equities,Helsinki,Finland,Euro,Household Goods and Home Construction,Framery Group,Active
GALAPAGOS,H:GLPG,GLPG.AS,6052005,2005,Equities,Euronext.liffe Amsterdam,Belgium,Euro,Pharmaceuticals and Biotechnology,Galapagos,Active
GROUPE CRIT,F:CRIT,CITT.PA,17031999,1999,Equities,Euronext.liffe Paris,France,Euro,Industrial Support Services,Groupe Crit,Active
H LUNDBECK A,DK:HLA,HLUNa.CO,10062022,2022,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Pharmaceuticals and Biotechnology,H Lundbeck A,Active
HRVATSKA POSTANSKA BANKA,CR:HRV,HPBZ.ZA,1032006,2006,Equities,Zagreb,Croatia,Euro,Banks,Hrvatska Postanska Banka,Active
ICADE REIT,F:ICAD,ICAD.PA,18041989,1989,Equities,Euronext.liffe Paris,France,Euro,Real Estate Investment Trusts,Icade REIT,Active
IMERYS,F:NK,IMTP.PA,1011973,1973,Equities,Euronext.liffe Paris,France,Euro,Industrial Metals and Mining,Imerys,Active
INTERPARFUMS,F:ITP,IPAR.PA,10061994,1994,Equities,Euronext.liffe Paris,France,Euro,Personal Goods,Interparfums,Active
IPSOS,F:IPS,ISOS.PA,30061999,1999,Equities,Euronext.liffe Paris,France,Euro,Media,Ipsos,Active
JADRANSKI NAFTOVODI,CR:JAD,JANF.ZA,3102005,2005,Equities,Zagreb,Croatia,Euro,"Oil, Gas and Coal",Jadranski Naftovodi,Active
JENSEN-GROUP,B:LSG,JEN.BR,27061997,1997,Equities,Euronext.liffe Brussels,Belgium,Euro,Industrial Engineering,Jensen-Group,Active
KINEPOLIS GROUP,B:KIN,KIPO.BR,8041998,1998,Equities,Euronext.liffe Brussels,Belgium,Euro,Media,Kinepolis Group,Active
KONCAR DISTRIBUT,CR:KBT,KODT.ZA,3102005,2005,Equities,Zagreb,Croatia,Euro,Electronic and Electrical Equipment,Koncar Distribut,Active
LAN & SPAR BANK,DK:LAS,LASP.CO,9051994,1994,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Banks,LAN and Spar Bank,Active
LAURENT PERRIER,F:LAU,LPER.PA,10061999,1999,Equities,Euronext.liffe Paris,France,Euro,Beverages,Laurent Perrier,Active
M6-METROPOLE TV,F:MMT,MMTP.PA,5101994,1994,Equities,Euronext.liffe Paris,France,Euro,Media,M6-Metropole Television,Active
MAISTRA,CR:MAI,MAIS.ZA,3102005,2005,Equities,Zagreb,Croatia,Euro,Travel and Leisure,Maistra,Active
MANITOU,F:MANI,MANP.PA,18041989,1989,Equities,Euronext.liffe Paris,France,Euro,Industrial Engineering,Manitou,Active
MAUREL ET PROM,F:MAU,MAUP.PA,17081990,1990,Equities,Euronext.liffe Paris,France,Euro,"Oil, Gas and Coal",Maurel et Prom,Active
MEDINCELL,F:MEDI,MEDCL.PA,8102018,2018,Equities,Euronext.liffe Paris,France,Euro,Pharmaceuticals and Biotechnology,Medincell,Active
MERSEN (EX LCL),F:CRBL,CBLP.PA,18041989,1989,Equities,Euronext.liffe Paris,France,Euro,Electronic and Electrical Equipment,Mersen (ex LCL),Active
METSA BOARD B,M:METB,METSB.HE,31081989,1989,Equities,Helsinki,Finland,Euro,Industrial Materials,Metsa Board B,Active
MONTEA,B:MONT,MONTE.BR,17102006,2006,Equities,Euronext.liffe Brussels,Belgium,Euro,Real Estate Investment Trusts,Montea,Active
MONTEPINO LOGISTICA SOCIMI,F:BALS,MLMTP.EUA,6062023,2023,Equities,Euronext.liffe Paris,France,Euro,Real Estate Investment Trusts,Montepino Logistica Socimi,Active
MUSTI GROUP,M:MUSG,MUSTI.HE,13022020,2020,Equities,Helsinki,Finland,Euro,Retailers,Musti Group,Active
NANOBIOTIX,F:NANO,NANOB.PA,22102012,2012,Equities,Euronext.liffe Paris,France,Euro,Pharmaceuticals and Biotechnology,Nanobiotix,Active
NILFISK HOLDING,DK:NFH,NLFSK.CO,12102017,2017,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Industrial Transportation,Nilfisk Holding,Active
NORTH ATLANTIC ENERGIES,F:ESSO,NAE.PA,1011973,1973,Equities,Euronext.liffe Paris,France,Euro,"Oil, Gas and Coal",North Atlantic Energies,Active
NRJ GROUP,F:SONO,SONO.PA,15062000,2000,Equities,Euronext.liffe Paris,France,Euro,Media,NRJ Group,Active
NTG NORDIC TRANSPORT GROUP,DK:NEU,NTGNT.CO,14061996,1996,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Industrial Transportation,NTG Nordic Transport Group,Active
OENEO,F:SBT,SABT.PA,27061995,1995,Equities,Euronext.liffe Paris,France,Euro,General Industrials,Oeneo,Active
OPMOBILITY,F:POM,OPM.PA,3011984,1984,Equities,Euronext.liffe Paris,France,Euro,Automobiles and Parts,Opmobility,Active
ORANGE BELGIUM,B:OBEL,OBEL.BR,5101998,1998,Equities,Euronext.liffe Brussels,Belgium,Euro,Telecommunications Service Providers,Orange Belgium,Active
OVH PROMESSES,F:PESM,OVH.PA,15102021,2021,Equities,Euronext.liffe Paris,France,Euro,Software and Computer Services,OVH Promesses,Active
PALFINGER,O:PAL,PALF.VI,3061999,1999,Equities,Vienna Stock Exchange,Austria,Euro,Industrial Engineering,Palfinger,Active
PER AARSLEFF HOLDING B,DK:PER,PAALb.CO,7101991,1991,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Construction and Materials,Per Aarsleff Holding B,Active
PEUGEOT INVEST,F:FFP,PEUG.PA,19091990,1990,Equities,Euronext.liffe Paris,France,Euro,Investment Banking and Brokerage Services,Peugeot Invest,Active
PHILIP MORRIS CR,CZ:TAB,TABK.PR,9111993,1993,Equities,Prague,Czech Republic,Czech Koruna,Tobacco,Philip Morris CR,Active
PIERRE & VACANCES,F:P&V,PVAC.PA,10061999,1999,Equities,Euronext.liffe Paris,France,Euro,Travel and Leisure,Pierre and Vacances,Active
PLACOPLATRE LIMITED DATA,F:PLAC,PLAP.EUA,1031996,1996,Equities,Euronext.liffe Paris,France,Euro,Construction and Materials,Placoplatre Limited Data,Active
PLANISWARE,F:PLWP,PLNW.PA,18042024,2024,Equities,Euronext.liffe Paris,France,Euro,Software and Computer Services,Planisware,Active
PLAVA LAGUNA,CR:PLA,LAGP.ZA,3102005,2005,Equities,Zagreb,Croatia,Euro,Travel and Leisure,Plava Laguna,Active
PLUXEE,F:PLUX,PLX.PA,1022024,2024,Equities,Euronext.liffe Paris,France,Euro,Industrial Support Services,Pluxee,Active
PODRAVKA PREHRAMBENA INDUSTRIJA,CR:POD,PODR.ZA,3102005,2005,Equities,Zagreb,Croatia,Euro,Food Producers,Podravka Prehrambena Industrija,Active
PONSSE,M:PON,PON1V.HE,15071996,1996,Equities,Helsinki,Finland,Euro,Industrial Engineering,Ponsse,Active
PORR,O:ALLG,ABGV.VI,1011973,1973,Equities,Vienna Stock Exchange,Austria,Euro,Construction and Materials,Porr,Active
PUUILO,M:PUUI,PUUILO.HE,24062021,2021,Equities,Helsinki,Finland,Euro,Retailers,Puuilo,Active
RECTICEL,B:REC,RECT.BR,1011973,1973,Equities,Euronext.liffe Brussels,Belgium,Euro,General Industrials,Recticel,Active
RETAIL ESTATES,B:RET,RETE.BR,29041998,1998,Equities,Euronext.liffe Brussels,Belgium,Euro,Real Estate Investment Trusts,Retail Estates,Active
RIVIERA HOLDINGS,CR:RIV,RIVP.ZA,3102005,2005,Equities,Zagreb,Croatia,Euro,Travel and Leisure,Riviera Holdings,Active
ROBERTET,F:ROBT,ROBF.PA,18041989,1989,Equities,Euronext.liffe Paris,France,Euro,Chemicals,Robertet,Active
ROSENBAUER INTL.,O:RBI,RBAV.VI,27091994,1994,Equities,Vienna Stock Exchange,Austria,Euro,Industrial Transportation,Rosenbauer International,Active
SANOMA,M:SAA1,SANOMA.HE,5011987,1987,Equities,Helsinki,Finland,Euro,Media,Sanoma,Active
SCANDINAVIAN TOBACCO,DK:STG,STOGR.CO,10022016,2016,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Tobacco,Scandinavian Tobacco,Active
SCANFIL,M:SCL1,SCANFL.HE,2012012,2012,Equities,Helsinki,Finland,Euro,Electronic and Electrical Equipment,Scanfil,Active
SEDE.SVS.DPRTS.DE DIR.ET D ELABORATION,B:SPA,SPAB.BR,2011986,1986,Equities,Euronext.liffe Brussels,Belgium,Euro,Beverages,Sede Services DPRTS de DIR et D Elaboration,Active
SYNERGIE,F:SDG,SDGI.PA,9091987,1987,Equities,Euronext.liffe Paris,France,Euro,Industrial Support Services,Synergie,Active
TESSENDERLO GROUP,B:TES,TESB.BR,1011973,1973,Equities,Euronext.liffe Brussels,Belgium,Euro,Chemicals,Tessenderlo Group,Active
TINC,B:TINC,TINCC.BR,11052015,2015,Equities,Euronext.liffe Brussels,Belgium,Euro,Investment Banking and Brokerage Services,Tinc,Active
TOTALENERGIES EP GABON,F:TOTG,EGAB.PA,19021974,1974,Equities,Euronext.liffe Paris,France,Euro,"Oil, Gas and Coal",Totalenergies EP Gabon,Active
UIE,DK:UIE,UIE.CO,7101991,1991,Equities,OMX Nordic Exchange Copenhagen,Denmark,Danish Krone,Food Producers,UIE,Active
VASTNED BELGIUM,B:VAST,VASTB.BR,16121999,1999,Equities,Euronext.liffe Brussels,Belgium,Euro,Real Estate Investment Trusts,Vastned Belgium,Active
